name,type,hp,attack,image_url
Frosmoth,Ice/Bug,70,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/frosmoth.png
Stonjourner,Rock,100,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/stonjourner.png
Eiscue Ice Face,Ice,75,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/eiscue-ice.png
Eiscue Noice Face,Ice,75,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/eiscue-noice.png
Indeedee Male,Psychic/Normal,60,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/indeedee-male.png
Indeedee Female,Psychic/Normal,70,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/indeedee-female.png
Morpeko Full Belly Mode,Electric/Dark,58,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/morpeko-full-belly.png
Morpeko Hangry Mode,Electric/Dark,58,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/morpeko-hangry.png
Cufant,Steel,72,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cufant.png
Copperajah,Steel,122,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/copperajah.png
Dracozolt,Electric/Dragon,90,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dracozolt.png
Arctozolt,Electric/Ice,90,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/arctozolt.png
Dracovish,Water/Dragon,90,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dracovish.png
Arctovish,Water/Ice,90,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/arctovish.png
Duraludon,Steel/Dragon,70,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/duraludon.png
Dreepy,Dragon/Ghost,28,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dreepy.png
Drakloak,Dragon/Ghost,68,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/drakloak.png
Dragapult,Dragon/Ghost,88,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dragapult.png
Zacian Hero of Many Battles,Fairy,92,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zacian-hero.png
Zacian Crowned Sword,Fairy/Steel,92,150,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zacian-crowned.png
Zamazenta Hero of Many Battles,Fighting,92,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zamazenta-hero.png
Zamazenta Crowned Shield,Fighting/Steel,92,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zamazenta-crowned.png
Eternatus,Poison/Dragon,140,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/eternatus.png
Eternatus Eternamax,Poison/Dragon,255,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/eternatus-eternamax.png
Kubfu,Fighting,60,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/kubfu.png
Urshifu Single Strike Style,Fighting/Dark,100,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/urshifu-single-strike.png
Urshifu Rapid Strike Style,Fighting/Water,100,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/urshifu-rapid-strike.png
Zarude,Dark/Grass,105,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zarude.png
Regieleki,Electric,80,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/regieleki.png
Regidrago,Dragon,200,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/regidrago.png
Glastrier,Ice,100,145,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/glastrier.png
Spectrier,Ghost,100,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/spectrier.png
Calyrex,Psychic/Grass,100,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex.png
Calyrex Ice Rider,Psychic/Ice,100,165,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex-ice-rider.png
Calyrex Shadow Rider,Psychic/Ghost,100,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex-shadow-rider.png
Wyrdeer,Normal/Psychic,103,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/wyrdeer.png
Kleavor,Bug/Rock,70,135,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/kleavor.png
Ursaluna,Ground/Normal,130,140,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna.png
Ursaluna Bloodmoon,Ground/Normal,113,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna-bloodmoon.png
Basculegion Male,Water/Ghost,120,112,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-male.png
Basculegion Female,Water/Ghost,120,92,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-female.png
Sneasler,Fighting/Poison,80,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasler.png
Overqwil,Dark/Poison,85,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/overqwil.png
Enamorus Incarnate Forme,Fairy/Flying,74,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-incarnate.png
Enamorus Therian Forme,Fairy/Flying,74,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-therian.png
Sprigatito,Grass,40,61,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sprigatito.png
Floragato,Grass,61,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/floragato.png
Meowscarada,Grass/Dark,76,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/meowscarada.png
Fuecoco,Fire,67,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/fuecoco.png
Crocalor,Fire,81,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/crocalor.png
Skeledirge,Fire/Ghost,104,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/skeledirge.png
Quaxly,Water,55,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxly.png
Quaxwell,Water,70,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxwell.png
Quaquaval,Water/Fighting,85,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/quaquaval.png
Lechonk,Normal,54,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lechonk.png
Oinkologne Male,Normal,110,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-male.png
Oinkologne Female,Normal,115,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-female.png
Tarountula,Bug,35,41,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tarountula.png
Spidops,Bug,60,79,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/spidops.png
Nymble,Bug,33,46,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/nymble.png
Lokix,Bug/Dark,71,102,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lokix.png
Pawmi,Electric,45,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmi.png
Pawmo,Electric/Fighting,60,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmo.png
Pawmot,Electric/Fighting,70,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmot.png
Tandemaus,Normal,50,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tandemaus.png
Maushold Family of Four,Normal,74,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family4.png
Maushold Family of Three,Normal,74,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family3.png
Fidough,Fairy,37,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/fidough.png
Dachsbun,Fairy,57,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dachsbun.png
Smoliv,Grass/Normal,41,35,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/smoliv.png
Dolliv,Grass/Normal,52,53,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dolliv.png
Arboliva,Grass/Normal,78,69,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/arboliva.png
Squawkabilly Green Plumage,Normal/Flying,82,96,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-green.png
Squawkabilly Blue Plumage,Normal/Flying,82,96,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-blue.png
Squawkabilly Yellow Plumage,Normal/Flying,82,96,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-yellow.png
Squawkabilly White Plumage,Normal/Flying,82,96,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-white.png
Nacli,Rock,55,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/nacli.png
Naclstack,Rock,60,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/naclstack.png
Garganacl,Rock,100,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/garganacl.png
Charcadet,Fire,40,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/charcadet.png
Armarouge,Fire/Psychic,85,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/armarouge.png
Ceruledge,Fire/Ghost,75,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ceruledge.png
Tadbulb,Electric,61,31,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tadbulb.png
Bellibolt,Electric,109,64,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bellibolt.png
Wattrel,Electric/Flying,40,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/wattrel.png
Kilowattrel,Electric/Flying,70,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/kilowattrel.png
Maschiff,Dark,60,78,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/maschiff.png
Mabosstiff,Dark,80,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mabosstiff.png
Shroodle,Poison/Normal,40,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/shroodle.png
Grafaiai,Poison/Normal,63,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/grafaiai.png
Bramblin,Grass/Ghost,40,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bramblin.png
Brambleghast,Grass/Ghost,55,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/brambleghast.png
Toedscool,Ground/Grass,40,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscool.png
Toedscruel,Ground/Grass,80,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscruel.png
Klawf,Rock,70,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/klawf.png
Capsakid,Grass,50,62,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/capsakid.png
Scovillain,Grass/Fire,65,108,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/scovillain.png
Rellor,Bug,41,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rellor.png
Rabsca,Bug/Psychic,75,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rabsca.png
Flittle,Psychic,30,35,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/flittle.png
Espathra,Psychic,95,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/espathra.png
Tinkatink,Fairy/Steel,50,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatink.png
Tinkatuff,Fairy/Steel,65,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatuff.png
Tinkaton,Fairy/Steel,85,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkaton.png
Wiglett,Water,10,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/wiglett.png
Wugtrio,Water,35,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/wugtrio.png
Bombirdier,Flying/Dark,70,103,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bombirdier.png
Finizen,Water,70,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/finizen.png
Palafin Zero Form,Water,100,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-zero.png
Palafin Hero Form,Water,100,160,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-hero.png
Varoom,Steel/Poison,45,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/varoom.png
Revavroom,Steel/Poison,80,119,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/revavroom.png
Cyclizar,Dragon/Normal,70,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cyclizar.png
Orthworm,Steel,70,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/orthworm.png
Glimmet,Rock/Poison,48,35,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmet.png
Glimmora,Rock/Poison,83,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmora.png
Greavard,Ghost,50,61,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/greavard.png
Houndstone,Ghost,72,101,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/houndstone.png
Flamigo,Flying/Fighting,82,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/flamigo.png
Cetoddle,Ice,108,68,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cetoddle.png
Cetitan,Ice,170,113,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cetitan.png
Veluza,Water/Psychic,90,102,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/veluza.png
Dondozo,Water,150,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dondozo.png
Tatsugiri Curly Form,Dragon/Water,68,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-curly.png
Tatsugiri Droopy Form,Dragon/Water,68,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-droopy.png
Tatsugiri Stretchy Form,Dragon/Water,68,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-stretchy.png
Annihilape,Fighting/Ghost,110,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/annihilape.png
Clodsire,Poison/Ground,130,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/clodsire.png
Farigiraf,Normal/Psychic,120,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/farigiraf.png
Dudunsparce Two-Segment Form,Normal,125,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-two-segment.png
Dudunsparce Three-Segment Form,Normal,125,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-three-segment.png
Kingambit,Dark/Steel,100,135,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/kingambit.png
Great Tusk,Ground/Fighting,115,131,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/great-tusk.png
Scream Tail,Fairy/Psychic,115,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/scream-tail.png
Brute Bonnet,Grass/Dark,111,127,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/brute-bonnet.png
Flutter Mane,Ghost/Fairy,55,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/flutter-mane.png
Slither Wing,Bug/Fighting,85,135,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/slither-wing.png
Sandy Shocks,Electric/Ground,85,81,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sandy-shocks.png
Iron Treads,Ground/Steel,90,112,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-treads.png
Iron Bundle,Ice/Water,56,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-bundle.png
Iron Hands,Fighting/Electric,154,140,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-hands.png
Iron Jugulis,Dark/Flying,94,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-jugulis.png
Iron Moth,Fire/Poison,80,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-moth.png
Iron Thorns,Rock/Electric,100,134,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-thorns.png
Frigibax,Dragon/Ice,65,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/frigibax.png
Arctibax,Dragon/Ice,90,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/arctibax.png
Baxcalibur,Dragon/Ice,115,145,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/baxcalibur.png
Gimmighoul Chest Form,Ghost,45,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-chest.png
Gimmighoul Roaming Form,Ghost,45,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-roaming.png
Gholdengo,Steel/Ghost,87,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gholdengo.png
Wo-Chien,Dark/Grass,85,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/wo-chien.png
Chien-Pao,Dark/Ice,80,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/chien-pao.png
Ting-Lu,Dark/Ground,155,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ting-lu.png
Chi-Yu,Dark/Fire,55,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/chi-yu.png
Roaring Moon,Dragon/Dark,105,139,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/roaring-moon.png
Iron Valiant,Fairy/Fighting,74,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-valiant.png
Koraidon,Fighting/Dragon,100,135,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/koraidon.png
Miraidon,Electric/Dragon,100,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/miraidon.png
Walking Wake,Water/Dragon,99,83,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/walking-wake.png
Iron Leaves,Grass/Psychic,90,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-leaves.png
Dipplin,Grass/Dragon,80,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dipplin.png
Poltchageist,Grass/Ghost,40,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/poltchageist.png
Sinistcha,Grass/Ghost,71,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sinistcha.png
Okidogi,Poison/Fighting,88,128,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/okidogi.png
Munkidori,Poison/Psychic,88,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/munkidori.png
Fezandipiti,Poison/Fairy,88,91,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/fezandipiti.png
Ogerpon Teal Mask,Grass,80,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-teal.png
Ogerpon Wellspring Mask,Grass/Water,80,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-wellspring.png
Ogerpon Hearthflame Mask,Grass/Fire,80,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-hearthflame.png
Ogerpon Cornerstone Mask,Grass/Rock,80,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-cornerstone.png
Archaludon,Steel/Dragon,90,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/archaludon.png
Hydrapple,Grass/Dragon,106,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hydrapple.png
Gouging Fire,Fire/Dragon,105,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gouging-fire.png
Raging Bolt,Electric/Dragon,125,73,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/raging-bolt.png
Iron Boulder,Rock/Psychic,90,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-boulder.png
Iron Crown,Steel/Psychic,90,72,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-crown.png
Terapagos Normal Form,Normal,90,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-normal.png
Terapagos Terastal Form,Normal,95,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-terastal.png
Terapagos Stellar Form,Normal,160,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-stellar.png
Pecharunt,Poison/Ghost,88,88,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pecharunt.png
